,target,text
4785,1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
2846,0,Wat time u finish ur lect today?
1821,0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
1333,0,"Oh... Icic... K lor, den meet other day..."
3828,0,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
4651,1,A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611 
5091,0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
2722,0,It's justbeen overa week since we broke up and already our brains are going to mush!
5300,0,At WHAT TIME should i come tomorrow
3093,0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
4635,0,How come i din c Ã¼... Yup i cut my hair...
4572,0,Omg how did u know what I ate?
2682,0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
3031,0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
4479,0,Erutupalam thandiyachu
1481,0,"I'm a guy, browsin is compulsory"
3345,0,Reverse is cheating. That is not mathematics.
4888,0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
5509,0,I went to project centre
3465,0,"Haha figures, well I found the piece and priscilla's bowl"
4819,0,Got smaller capacity one? Quite ex...
4828,0,Lol no. Just trying to make your day a little more interesting
5215,0,I am late. I will be there at
2325,0,Apps class varaya elaya.
3495,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
4706,0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
5141,0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
1690,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone
2197,0,Bring it if you got it
3932,0,Sos! Any amount i can get pls.
4792,0,Gd luck 4 ur exams :-)
2378,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
4855,0,Same to u...
2681,0,I'm on da bus going home...
3001,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
2994,0,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
519,0,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
5553,0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
5240,0,Its a part of checking IQ
4625,0,I'm on the bus. Love you
5122,0,"Hi Chikku, send some nice msgs"
604,0,Meet after lunch la...
318,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
509,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1810,0,"Now, whats your house # again ? And do you have any beer there ?"
2596,0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
2474,0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
2571,0,â€¦ and donâ€˜t worry weâ€˜ll have finished by march â€¦ ish!
5562,0,Ard 6 like dat lor.
5421,0,Ok k..sry i knw 2 siva..tats y i askd..
4735,0,Oh k:)after that placement there ah?
2170,0,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
5199,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
805,0,I dled 3d its very imp
2106,0,Thank you. I like you as well...
2343,0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
1300,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
3235,0,"Yes, princess. Toledo."
1851,0,Dunno da next show aft 6 is 850. Toa payoh got 650.
2221,0,I notice you like looking in the shit mirror youre turning into a right freak
1619,0,Friends that u can stay on fb chat with
693,0,Will purchase d stuff today and mail to you. Do you have a po box number?
475,0,Ok I'm gonna head up to usf in like fifteen minutes
4314,0,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
5155,0,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
5552,0,Hahaha..use your brain dear
3113,0,"Wat time liao, where still got."
2439,0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
975,0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
2665,0,R u meeting da ge at nite tmr?
1731,0,Lol. Well quality aint bad at all so i aint complaining
623,0,"sorry, no, have got few things to do. may be in pub later."
1452,0,"That's good, because I need drugs"
3261,0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
4682,0,"Haha yeah, 2 oz is kind of a shitload"
3097,0,"Yo, you at jp and hungry like a mofo?"
3015,0, &lt;#&gt;  mins but i had to stop somewhere first.
2491,0,"Greetings me, ! Consider yourself excused."
4100,0,I not at home now lei...
247,0,Kallis wont bat in 2nd innings.
976,0,Ok i shall talk to him
2427,0,Do you think i can move  &lt;#&gt;  in a week
2040,0,You always make things bigger than they are
3179,0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
267,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
3238,0,Good. No swimsuit allowed :)
40,0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
2382,0,I will reach before ten morning
2066,0,Then. You are eldest know.
3387,0,So u workin overtime nigpun?
2413,0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
3921,0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
129,0,K..k:)how much does it cost?
5276,0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
3923,0,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
3312,0,I know you are serving. I mean what are you doing now.
308,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
335,0,"Ta-Daaaaa! I am home babe, are you still up ?"
1920,0,Dont know you bring some food
4668,0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
1543,1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
4577,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
3266,0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
1573,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
2925,0,Are you coming to day for class.
4774,0,U repeat e instructions again. Wat's e road name of ur house?
673,0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
4267,0,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
4241,0,Detroit. The home of snow. Enjoy it.
1026,0,Yes da. Any plm at ur office
646,0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
794,0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
5291,1,Urgent! Please call 09061213237 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
1134,0,U wake up already? Thanx 4 e tau sar piah it's quite nice.
5564,0,Huh y lei...
2098,0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
404,0,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
2455,0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
2198,0,I'm in a movie. Call me 4 wat?
4844,1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386 
5494,0,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
5098,0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
4922,0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
4124,0,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
4962,0,Yup ok...
3293,0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
3569,0,She's fine. Sends her greetings
2778,1,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
1433,0,You intrepid duo you! Have a great time and see you both soon. 
3643,0,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
1790,0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
3855,1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Â£1.50 per msg
839,1,Last chance 2 claim ur Â£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Â£3.00 Sub. 16 . Remove txt X or STOP
4406,1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
818,0,Then why you not responding
2131,0,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
1932,0,Jus finished avatar nigro
1118,0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
1598,0,Daddy will take good care of you :)
4262,0,You'll never believe this but i have actually got off at taunton. Wow
1503,0,Ill be there on  &lt;#&gt;  ok.
3664,0,Huh? 6 also cannot? Then only how many mistakes?
4929,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
2935,0,"Yeah, we got one lined up for us"
4558,0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
3799,0,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
291,0,Haf u found him? I feel so stupid da v cam was working.
230,0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
3456,0,Ok. I.ll do you right later.
1748,0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
